LMIcaseid,URL,Casetitle,Civilaction,Venue,YearFiled,Filingdate,Declaratoryjudgment,NPECode,Patents,# Of Patents,PrimaryPatent,Patent Url,IPC,PrimaryClass,First4level,Formatted 1st4Lvl,Filingdate1,B4,B3,B2,B1,O1,A1,A2,A3,A4,Casetitle1,Casetitle2,y,tag,dup
2000005008,http://law.lexmachina.com/cases/19064,"SANDVIK TAMROCK OY V. EQUIPOS MINEROS S.A., ET. AL.",2:00-cv-00443,D.Nev.,2000,  4/6/2000,0,8,"4842080,4846289",2,4842080,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=4842080,E21B 6/00 (20060101); B23B 045/16 (),E21B 6/00 ,E21B 6,E21B   6,4/6/2000,6,20,21,7,54,12,44,8,37,"SANDVIK TAMROCK OY V. EQUIPOS MINEROS S.A., ET. AL.",,4915,1,0
2000005019,http://law.lexmachina.com/cases/2000046861,"Thermolife International, LLC v. Universal Nutrition, Inc.",3:13-cv-00887,S.D.Cal.,2013, 4/12/2013,0,8,"5891459,6117872,6646006,7452916",4,5891459,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5891459,A23L 1/305 (20060101); A61K 38/16 (20060101); A61K 38/04 (20060101); A61K 38/44 (20060101); A61K 45/06 (20060101); A61K 31/00 (20060101); A61K 38/43 (20060101); A61K 45/00 (20060101); A61K 31/185 (20060101); A61K 31/195 (20060101); A61K 31/198 (20060101); C12N 9/06 (20060101); A61K 38/00 (20060101); A61K 48/00 (20060101); A23L 001/305 (); A61K 009/00 (); A61K 031/195 (),A23L 1/305 ,A23L 1,A23L   1,4/12/2013,4083,3639,5012,3677,3446,2297,3277,3368,4826,"Thermolife International, LLC","Universal Nutrition, Inc.",5487,0,6
2000005040,http://law.lexmachina.com/cases/2000057793,Millennium Pharmaceuticals Inc. v. Teva Pharmaceuticals USA Inc.,1:14-cv-00093,D.Del.,2014, 1/22/2014,0,8,"6713446,6958319",2,6713446,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6713446,C07F 5/02 (20060101); C07F 5/00 (20060101); C07K 5/00 (20060101); C07K 5/06 (20060101); A61K 38/00 (20060101); A61K 038/00 (); A61K 033/22 (); C07F 005/02 (); C07K 009/00 (),C07F 5/02 ,C07F 5,C07F   5,1/22/2014,225,210,270,292,364,299,328,315,295,Millennium Pharmaceuticals Inc.,Teva Pharmaceuticals USA Inc.,4064,0,4
2000005056,http://law.lexmachina.com/cases/2000006399,"Morris Reese v. Verizon California, Inc. et al",2:11-cv-01934,C.D.Cal.,2011,  3/7/2011,0,9,6868150,1,6868150,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6868150,H04M 1/57 (20060101); H04M 003/42 (); H04M 001/56 (); H04M 015/06 (),H04M 1/57 ,H04M 1,H04M   1,3/7/2011,3779,3684,4133,4836,4037,3952,4101,4630,4295,Morris Reese,"Verizon California, Inc. et al",6319,0,1
2000005061,http://law.lexmachina.com/cases/9515,"Synvasive Technology, Inc. v. Stryker Corporation",2:05-cv-01515,E.D.Cal.,2005, 7/28/2005,0,8,"6503253,6723101,6022353",3,6503253,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6503253,A61B 17/14 (20060101); B23D 51/10 (20060101); B23D 61/00 (20060101); B23D 61/12 (20060101); B23D 51/00 (20060101); B27B 19/00 (20060101); A61B 017/00 (),A61B 17/14 ,A61B 17,A61B  17,7/28/2005,8338,9297,9116,9166,5368,5988,5673,6945,6159,"Synvasive Technology, Inc.",Stryker Corporation,5341,1,0
2000005065,http://law.lexmachina.com/cases/89769,"Johnson Health Tech. Co., Ltd. v. Icon Health & Fitness, Inc.",3:08-cv-00750,W.D.Wis.,2008,12/23/2008,0,8,7316633,1,7316633,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7316633,A63B 69/16 (20060101); A63B 22/04 (20060101),A63B 69/16 ,A63B 69,A63B  69,12/23/2008,580,499,547,523,571,457,554,489,640,"Johnson Health Tech. Co., Ltd.","Icon Health & Fitness, Inc.",3600,1,0
2000005068,http://law.lexmachina.com/cases/80024,"Williams Fire and Hazard Control, Inc. v. KHK Hazardous Materials Safety Techniques Association et al",4:09-cv-00234,S.D.Tex.,2009, 1/28/2009,0,8,5566766,1,5566766,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5566766,A62C 3/06 (20060101); A62C 3/00 (20060101); A62C 003/06 (),A62C 3/06 ,A62C 3,A62C   3,1/28/2009,112,139,120,151,134,172,154,184,165,"Williams Fire and Hazard Control, Inc.",KHK Hazardous Materials Safety Techniques Association et al,5903,1,0
2000005072,http://law.lexmachina.com/cases/2000000840,"Electronic Systems Protection, Inc. v. Innovolt, Inc.",5:09-cv-00464,E.D.N.C.,2009,10/23/2009,0,8,6744613,1,6744613,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6744613,H02H 9/00 (20060101); H02H 003/22 (),H02H 9/00 ,H02H 9,H02H   9,10/23/2009,406,351,448,466,489,364,381,490,627,"Electronic Systems Protection, Inc.","Innovolt, Inc.",2811,1,0
2000005095,http://law.lexmachina.com/cases/2000072768,"3rd Eye Surveillance, LLC v. AmREIT, Inc.",4:15-cv-00355,S.D.Tex.,2015,  2/6/2015,0,8,"6778085,6798344,7323980",3,6778085,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6778085,G08B 13/194 (20060101); G08B 13/196 (20060101); G08B 013/00 (),G08B 13/194 ,G08B 13,G08B  13,2/6/2015,936,941,989,1186,906,1247,1116,1519,1101,"3rd Eye Surveillance, LLC","AmREIT, Inc.",1553,1,1
2000005101,http://law.lexmachina.com/cases/2000056472,"Brownmed, Inc. v. Allsop, Inc.",4:13-cv-01196,W.D.Mo.,2013,12/11/2013,0,8,8216169,1,8216169,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=8216169,A41D 13/08 (20060101); A61F 13/00 (20060101); A61F 5/00 (20060101); A61F 13/06 (20060101); A63B 57/00 (20060101); A41D 19/00 (20060101); A61F 5/37 (20060101),A41D 13/08 ,A41D 13,A41D  13,12/11/2013,960,882,779,939,1085,942,964,1285,1379,"Brownmed, Inc.","Allsop, Inc.",2225,1,0
2000005111,http://law.lexmachina.com/cases/2000039483,T5 Labs (Delaware) LLC v. Gaikai Inc.,1:12-cv-01281,D.Del.,2012, 10/5/2012,0,7,8203568,1,8203568,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=8203568,G06T 1/00 (20060101); G06T 9/00 (20060101); G06F 15/80 (20060101),G06T 1/00 ,G06T 1,G06T   1,10/5/2012,1233,1346,1158,1306,1338,1314,1080,1360,1392,T5 Labs (Delaware) LLC,Gaikai Inc.,1538,1,0
2000005131,http://law.lexmachina.com/cases/2000079431,"HORIZON PHARMA IRELAND LIMITED et al v. IGI LABORATORIES, INC.",1:15-cv-05022,D.N.J.,2015, 6/30/2015,0,"8, 12",9066913,1,9066913,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=9066913,A61K 31/196 (20060101); A61K 47/38 (20060101); A61K 47/10 (20060101); A61K 47/34 (20060101); A61K 9/00 (20060101); A61K 47/32 (20060101); A61K 47/20 (20060101); A61K 47/18 (20060101),A61K 31/196 ,A61K 31,A61K  31,6/30/2015,28044,27713,31833,27340,30158,29038,32073,24078,22426,HORIZON PHARMA IRELAND LIMITED et al,"IGI LABORATORIES, INC.",6853,1,1
2000005137,http://law.lexmachina.com/cases/2000005137,"Uniloc USA, Inc. et al v. Foxit Corporation et al",6:10-cv-00691,E.D.Tex.,2010,12/30/2010,0,4,5490216,1,5490216,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5490216,G06F 21/00 (20060101); G06F 1/00 (20060101); G06Q 30/00 (20060101); H04L 009/00 (),G06F 21/00,G06F 21,G06F  21,12/30/2010,4000,3716,3910,3774,4754,3948,3822,4031,5184,"Uniloc USA, Inc. et al",Foxit Corporation et al,888,0,2
2000005147,http://law.lexmachina.com/cases/2000005147,"Hopewell Culture & Design, LLC v. Adobe Systems Incorporated et al",2:10-cv-00586,E.D.Tex.,2010,12/22/2010,0,1,7171625,1,7171625,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7171625,G06F 13/00 (20060101); G06F 15/00 (20060101),G06F 13/00,G06F 13,G06F  13,12/22/2010,3297,3084,3257,3173,3716,2812,2890,3540,3732,"Hopewell Culture & Design, LLC",Adobe Systems Incorporated et al,356,0,1
2000005148,http://law.lexmachina.com/cases/2000005148,Azure Networks LLC et al v. Texas Instruments Incorporated et al,6:10-cv-00681,E.D.Tex.,2010,12/22/2010,0,"1, 6",7020501,1,7020501,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7020501,H04Q 7/20 (20060101),H04Q 7/20,H04Q 7,H04Q   7,12/22/2010,43,81,36,46,32,31,12,51,31,Azure Networks LLC et al,Texas Instruments Incorporated et al,6604,0,4
2000005158,http://law.lexmachina.com/cases/2000005158,"GeoTag, Inc v. The Western Union Company et al",2:10-cv-00574,E.D.Tex.,2010,12/18/2010,0,5,5930474,1,5930474,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5930474,G06F 17/30 (20060101); G06F 017/30 (),G06F 17/30,G06F 17,G06F  17,12/18/2010,10765,8663,10127,9231,11467,9329,10109,10705,12654,GeoTag Inc,The Western Union Company et al,1094,0,1
2000005187,http://law.lexmachina.com/cases/1000000353,"Toshiba Corporation v. Lexar Media, Inc.",3:03-cv-00167,N.D.Cal.,2003, 1/13/2003,0,8,"5546351,5611067,5724300,5793696,5946231,5986933,6094697,6145023,6292850,6338104",10,5546351,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5546351,G06F 11/10 (20060101); G11C 16/10 (20060101); G11C 16/06 (20060101); G11C 16/12 (20060101); G11C 29/00 (20060101); G11C 16/34 (20060101); G11C 29/34 (20060101); G11C 29/04 (20060101); G11C 29/52 (20060101); G11C 013/00 (),G06F 11/10 ,G06F 11,G06F  11,1/13/2003,3037,2667,3042,2862,2414,2743,3246,3270,3047,Toshiba Corporation,"Lexar Media, Inc.",5551,0,3
2000005195,http://law.lexmachina.com/cases/2000005195,"InMotion Imagery Technologies, LLC v. JVC Americas, Corp. et al",2:10-cv-00474,E.D.Tex.,2010,11/10/2010,0,1,6526219,1,6526219,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6526219,G11B 27/11 (20060101); G06F 17/30 (20060101); G11B 27/34 (20060101); G11B 27/10 (20060101); H04N 7/087 (20060101); H04N 7/088 (20060101); H04N 5/76 (20060101); H04N 005/91 (); H04N 007/00 (),G11B 27/11,G11B 27,G11B  27,11/10/2010,954,1170,869,1107,1082,687,629,612,720,"InMotion Imagery Technologies, LLC","JVC Americas, Corp. et al",374,0,2
2000005197,http://law.lexmachina.com/cases/2000005197,"Optical Memory Storage, LLC v. CMC Magnetics Corporation et al",6:10-cv-00586,E.D.Tex.,2010, 11/4/2010,0,5,5128099,1,5128099,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5128099,G11C 13/04 (20060101); G11B 7/0055 (20060101); G11B 7/00 (20060101); G11C 7/00 (20060101); G11B 7/24 (20060101); G11B 7/243 (20060101); C22C 014/00 (); G11C 013/00 (),G11C 13/04,G11C 13,G11C  13,11/4/2010,141,124,169,159,137,185,177,227,223,"Optical Memory Storage, LLC",CMC Magnetics Corporation et al,1279,1,2
2000005206,http://law.lexmachina.com/cases/2000005206,"TQP Development, LLC v. Dell Inc. et al",2:10-cv-00446,E.D.Tex.,2010,10/20/2010,0,1,5412730,1,5412730,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5412730,H04L 9/12 (20060101); H04L 009/00 (),H04L 9/12,H04L 9,H04L   9,10/20/2010,2777,2303,2542,2256,2813,2216,2362,2615,2921,"TQP Development, LLC",Dell Inc. et al,759,0,13
2000005207,http://law.lexmachina.com/cases/2000005207,Internet Machines v. ASUS Computer International et al,6:10-cv-00548,E.D.Tex.,2010,10/17/2010,0,1,"7421532, 7454552, 7814259",3,7421532,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7421532,G06F 13/00 (20060101),G06F 13/00,G06F 13,G06F  13,10/17/2010,3297,3084,3257,3173,3716,2812,2890,3540,3732,Internet Machines,ASUS Computer International et al,401,0,2
2000005231,http://law.lexmachina.com/cases/11782,Arysta Lifescience North America Corporation v. The Hide Group,5:07-cv-00144,E.D.N.C.,2007, 4/19/2007,0,8,5705648,1,5705648,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5705648,A01G 7/00 (20060101); A01N 43/34 (20060101); A01N 43/40 (20060101); C07D 295/00 (20060101); C07D 295/037 (20060101); C07D 211/14 (),A01G 7/00 ,A01G 7,A01G   7,4/19/2007,226,229,279,249,194,182,284,195,235,Arysta Lifescience North America Corporation,The Hide Group,1902,1,0
2000005274,http://law.lexmachina.com/cases/2000005274,"Traffic Information, LLC v. Cricket Communications, Inc. et al",2:10-cv-00226,E.D.Tex.,2010,  7/6/2010,0,5,"6466862, 6785606",2,6466862,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6466862,G08G 1/0962 (20060101); G01S 005/02 (),G08G 1/0962,G08G 1,G08G   1,7/6/2010,2070,2390,2173,2114,2190,2539,2231,2236,2455,Traffic Information LLC,"Cricket Communications, Inc. et al",1424,1,0
2000005277,http://law.lexmachina.com/cases/1030,"Novartis, et al v. Abbott Laboratories",1:00-cv-00784,D.Del.,2000, 8/25/2000,0,8,"6007840,5342625,5962017,6024978",4,6007840,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6007840,A61K 38/12 (20060101); A61K 38/13 (20060101); A61K 9/107 (20060101); A61K 9/48 (20060101); A61K 009/127 (); A61K 009/107 (); A61K 038/13 (),A61K 38/12 ,A61K 38,A61K  38,8/25/2000,12579,12393,11675,13926,11125,13049,13586,14852,13137,"Novartis, et al",Abbott Laboratories,4306,1,0
2000005286,http://law.lexmachina.com/cases/18309,"Semitool, Inc. et al v. Applied Materials, Inc. et al",3:01-cv-01066,D.Or.,2001, 7/12/2001,0,8,6197181,1,6197181,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6197181,H01L 21/70 (20060101); H01L 21/288 (20060101); H01L 21/768 (20060101); H01L 21/02 (20060101); H05K 3/42 (20060101); C25D 005/02 (); H01L 021/288 (); H01L 021/445 (),H01L 21/70 ,H01L 21,H01L  21,7/12/2001,27938,30594,31240,30736,31983,31058,29098,29343,32989,"Semitool, Inc. et al","Applied Materials, Inc. et al",5002,1,0
2000005296,http://law.lexmachina.com/cases/2000005296,Walker Digital LLC v. Activision Inc. et al,1:11-cv-00004,D.Del.,2011,  1/3/2011,0,5,6425828,1,6425828,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6425828,A63F 13/12 (20060101); G07F 17/32 (20060101); A63F 009/24 (),G07F 17/32,G07F 17,G07F  17,1/3/2011,290,297,309,331,304,316,414,475,470,Walker Digital LLC,Activision Inc. et al,1461,1,4
2000005300,http://law.lexmachina.com/cases/2000005300,"Memory Control Enterprise, LLC v. Belkin International, Inc. et al",1:11-cv-00035,N.D.Ill.,2011,  1/4/2011,0,5,6704791,1,6704791,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6704791,G06F 15/16 (20060101); G06F 015/16 (),G06F 15/16,G06F 15,G06F  15,1/4/2011,4570,5109,4442,5121,4296,4718,3380,5433,4478,"Memory Control Enterprise, LLC","Belkin International, Inc. et al",1230,1,0
2000005308,http://law.lexmachina.com/cases/2000005308,"2-Way Computing, Inc. v. Nextel Finance Company et al",2:11-cv-00012,D.Nev.,2011,  1/5/2011,0,1,5434797,1,5434797,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5434797,H04L 12/64 (20060101); H04M 9/00 (20060101); G06F 019/00 (),H04L 12/64,H04L 12,H04L  12,1/5/2011,9064,10159,9294,11665,9584,10255,10316,11826,9739,"2-Way Computing, Inc.",Nextel Finance Company et al,1,0,1
2000005337,http://law.lexmachina.com/cases/2000038854,"Net Talk.Com, Inc. v. magicJack Vocaltec Ltd. et al",9:12-cv-81022,S.D.Fla.,2012, 9/21/2012,0,8,8243722,1,8243722,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=8243722,H04L 12/66 (20060101),H04L 12/66 ,H04L 12,H04L  12,9/21/2012,10316,11826,9739,10432,11525,13232,12434,11927,12769,"Net Talk.Com, Inc.",magicJack Vocaltec Ltd. et al,4210,1,0
2000005344,http://law.lexmachina.com/cases/2000026855,"SYNCHRONOSS TECHNOLOGIES, INC. v. ASURION MOBILE APPLICATIONS, INC.",3:11-cv-05811,D.N.J.,2011, 10/4/2011,0,8,"6671757,7505762,7587446",3,6671757,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6671757,G06F 12/00 (20060101); G06F 13/00 (20060101); G06F 15/16 (20060101); G06F 013/00 (),G06F 12/00 ,G06F 12,G06F  12,10/4/2011,2937,2618,2661,3193,3360,2993,3435,3236,3258,"SYNCHRONOSS TECHNOLOGIES, INC.","ASURION MOBILE APPLICATIONS, INC.",5328,1,1
2000005347,http://law.lexmachina.com/cases/23489,"Seaflex, Inc. v. Fall Protections Systems, Inc.",4:07-cv-01975,E.D.Mo.,2007,11/27/2007,1,8,"6269904,D440023",2,6269904,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6269904,A62B 35/04 (20060101); A62B 35/00 (20060101); E04G 001/00 (),A62B 35/04 ,A62B 35,A62B  35,11/27/2007,94,71,86,111,105,87,81,110,103,"Seaflex, Inc.","Fall Protections Systems, Inc.",4982,1,0
2000005371,http://law.lexmachina.com/cases/10801,"GA INDUSTRIES, INC. v. ROSS  VALVE MANUFACTURING CO., INC.",2:06-cv-00036,W.D.Pa.,2006, 1/10/2006,0,8,6929238,1,6929238,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6929238,F16K 31/04 (20060101); F16K 15/18 (20060101); F16K 15/00 (20060101); F16K 031/05 (); F16K 031/48 (),F16K 31/04 ,F16K 31,F16K  31,1/10/2006,1401,1384,1172,1096,1064,1135,1178,1099,1046,"GA INDUSTRIES, INC.","ROSS  VALVE MANUFACTURING CO., INC.",3066,1,0
2000005388,http://law.lexmachina.com/cases/2000030325,Graphics Properties Holdings Inc. v. Motorola Mobility Holdings Inc. et al,1:12-cv-00108,D.Del.,2012, 1/30/2012,0,8,"5717881,6650327,6816145",3,5717881,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5717881,G06F 9/32 (20060101); G06F 15/76 (20060101); G06F 15/78 (20060101); G06F 11/36 (20060101); G06F 15/16 (20060101); G06F 9/45 (20060101); G06F 9/38 (20060101); G06F 15/80 (20060101); G06F 15/173 (20060101); G06F 9/44 (20060101); G06F 9/30 (20060101); G06F 009/30 (),G06F 9/32 ,G06F 9,G06F   9,1/30/2012,5166,5669,6393,9017,6228,6660,7061,8870,7774,Graphics Properties Holdings Inc.,Motorola Mobility Holdings Inc. et al,3190,0,8
2000005396,http://law.lexmachina.com/cases/2000005396,VirnetX Inc. v. Mitel Networks Corporation et al,6:11-cv-00018,E.D.Tex.,2011, 1/12/2011,0,5,"6502135, 7418504, 7921211",3,6502135,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6502135,H04L 29/06 (20060101); H04L 12/56 (20060101); H04L 29/12 (20060101); G06F 015/173 (),H04L 29/06,H04L 29,H04L  29,1/12/2011,5299,6392,6582,7937,6210,7512,7415,10191,7732,VirnetX Inc.,Mitel Networks Corporation et al,1457,1,0
2000005432,http://law.lexmachina.com/cases/2000044956,Microsoft Corporation v. Robocast Inc.,1:13-cv-00313,D.Del.,2013, 2/25/2013,0,8,6632248,1,6632248,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6632248,G06F 17/30 (20060101); G06F 015/00 (),G06F 17/30 ,G06F 17,G06F  17,2/25/2013,10405,11766,12349,14321,13423,11628,13009,15299,13201,Microsoft Corporation,Robocast Inc.,4046,0,1
2000005506,http://law.lexmachina.com/cases/2000001952,"Trading Technologies International, Inc. v. thinkorswim Group, Inc. et al",1:10-cv-00883,N.D.Ill.,2010,  2/9/2010,0,8,"6766304,6772132,7212999,7533056,7676411",5,6766304,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6766304,G06F 17/00 (20060101); G06F 017/60 (),G06F 17/00 ,G06F 17,G06F  17,2/9/2010,9608,9740,9547,10765,8663,10127,9231,11467,9329,"Trading Technologies International, Inc.","thinkorswim Group, Inc. et al",5561,0,5
2000005522,http://law.lexmachina.com/cases/1000001148,"Pacific Garden Supply, Inc. et al v. Vue Technology, LLC et al",3:07-cv-02635,N.D.Cal.,2007, 5/17/2007,0,"8, 9",6042250,1,6042250,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6042250,F21V 7/00 (20060101); F21V 7/09 (20060101); F21V 007/14 (),F21V 7/00 ,F21V 7,F21V   7,5/17/2007,698,637,664,628,715,734,822,762,983,"Pacific Garden Supply, Inc. et al","Vue Technology, LLC et al",7086,1,0
2000005523,http://law.lexmachina.com/cases/2000005523,"Advanced Processor Technologies LLC v. Analog Devices, Inc. et al",2:11-cv-00019,E.D.Tex.,2011, 1/18/2011,0,1,"5796978, 6047354",2,5796978,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5796978,G06F 12/10 (20060101); G06F 012/10 (),G06F 12/10,G06F 12,G06F  12,1/18/2011,3324,3023,2674,2937,2618,2661,3193,3360,2993,Advanced Processor Technologies LLC,"Analog Devices, Inc. et al",34,0,2
2000005546,http://law.lexmachina.com/cases/1000000656,Tele Atlas North America v. Xanavi Informatics Corporation et al,3:05-cv-04029,N.D.Cal.,2005, 10/5/2005,0,8,"4796191,4914605",2,4796191,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=4796191,G01C 21/10 (20060101); G01C 21/28 (20060101); G01C 21/30 (20060101); G01C 21/14 (20060101); G09B 29/10 (20060101); G06F 015/50 (),G01C 21/10 ,G01C 21,G01C  21,10/5/2005,1748,2023,1651,1532,1560,1827,1586,1847,2069,Tele Atlas North America,Xanavi Informatics Corporation et al,5399,1,0
2000005551,http://law.lexmachina.com/cases/2000033888,"c4cast.com, Inc. v. GameStop Corp.",2:12-cv-00278,E.D.Tex.,2012,  5/7/2012,0,8,"6658467,7958204",2,6658467,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6658467,G06F 13/00 (20060101); G06F 013/00 (),G06F 13/00 ,G06F 13,G06F  13,5/7/2012,2890,3540,3732,3170,3405,3432,3859,3834,3306,"c4cast.com, Inc.",GameStop Corp.,2245,0,3
2000005565,http://law.lexmachina.com/cases/2000031700,"ISwitch, LLC v. T-Mobile USA, Inc. et al",6:12-cv-00119,E.D.Tex.,2012,  3/9/2012,0,8,7225334,1,7225334,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7225334,G06F 1/24 (20060101),G06F 1/24 ,G06F 1,G06F   1,3/9/2012,3750,4188,4624,5490,4280,4536,5288,5984,5102,"ISwitch, LLC","T-Mobile USA, Inc. et al",3541,1,0
2000005571,http://law.lexmachina.com/cases/2000001584,"Hopkins Manufacturing Corporation v. Cequent Consumer Products, Inc.",2:09-cv-02654,D.Kan.,2009,12/18/2009,0,8,6749438,1,6749438,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6749438,B60D 1/00 (20060101); B60D 1/64 (20060101); B60D 1/62 (20060101); H01R 27/00 (20060101); H01R 27/02 (20060101); H01R 033/00 (),B60D 1/00 ,B60D 1,B60D   1,12/18/2009,215,171,286,233,240,206,201,219,282,Hopkins Manufacturing Corporation,"Cequent Consumer Products, Inc.",3328,1,1
2000005580,http://law.lexmachina.com/cases/2000057096,"FEGO Precision Industrial Co., Ltd. v. Nike, Inc",2:13-cv-01151,E.D.Tex.,2013,12/31/2013,0,8,"7680629,8078430",2,7680629,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7680629,G06F 17/40 (20060101),G06F 17/40 ,G06F 17,G06F  17,12/31/2013,14321,13423,11628,13009,15299,13201,12858,13957,15975,"FEGO Precision Industrial Co., Ltd.","Nike, Inc",2940,1,0
2000005632,http://law.lexmachina.com/cases/2000005632,Etagz v. Mountain Mikes Reproductions,2:11-cv-00116,D.Utah,2011, 1/26/2011,0,1,"6298332, 7503502, 7703686",3,6298332,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6298332,G09F 3/02 (20060101); G06F 017/60 (),G09F 3/02,G09F 3,G09F   3,1/26/2011,736,658,586,722,649,656,722,669,657,Etagz,Mountain Mikes Reproductions,291,0,2
